work_id,work_status,reported_progress_pct,visual_progress_pct,visual_consistency_score,visual_mismatch_score,image_evidence_status,data_source
WS/MP18214/2025-2026/165273-Street lights,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165274-Street lights,Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165275-Street lights,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165276-Street lights,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165278-Street lights,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165279-Street lights,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165280-Street lights,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165281-Street lights,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165282-Street lights,Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165283-Street lights,Time Estimation,10,5,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18337/2025-2026/165284-Street lights,Sanction,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18337/2025-2026/165285-Street lights,Sanction,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18337/2025-2026/165286-Street lights,Sanction,10,5,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18337/2025-2026/165290-Street lights,Sanction,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165298-Street lights,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165299-Street lights,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165300-Street lights,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165301-Street lights,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165302-Street lights,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165303-Street lights,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165304-Street lights,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165305-Street lights,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165306-Street lights,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165307-Street lights,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165308-Street lights,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165309-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165310-Street lights,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165311-Street lights,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165312-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165313-Street lights,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165314-Street lights,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165315-Street lights,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165316-Street lights,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165317-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18214/2025-2026/165318-Street lights,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18337/2025-2026/165319-Street lights,Sanction,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18257/2024-2025/165355-Construction of rooms and halls in school and colleges,Work partially Completed,60,57,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18257/2024-2025/165356-Street lights,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18257/2024-2025/165357-Street lights,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18209/2025-2026/165379-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,53,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18209/2025-2026/165380-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,60,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18209/2025-2026/165381-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,51,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18209/2025-2026/165382-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,59,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18079/2025-2026/165388-Construction of roads, link roads, pathways or any other road with or without drainage system",Sanction,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18079/2025-2026/165389-Construction of roads, link roads, pathways or any other road with or without drainage system",Sanction,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18079/2025-2026/165390-Construction of community centers and community halls,Sanction,10,9,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18079/2025-2026/165391-Construction of community centers and community halls,Sanction,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18079/2025-2026/165392-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,56,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18079/2025-2026/165393-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,52,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18079/2025-2026/165395-Construction of community centers and community halls,Sanction,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18079/2025-2026/165396-Lighting of public spaces,Work partially Completed,60,56,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18079/2025-2026/165397-Lighting of public spaces,Work partially Completed,60,54,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18079/2025-2026/165398-Lighting of public spaces,Sanction,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP859/2025-2026/165402-Purchase of ambulances (Four, three and two wheelers)",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP859/2024-2025/165403-Construction of rooms and halls in school and colleges,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP348/2026-2027/165409-Street lights,Sanction,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP348/2025-2026/165411-Street lights,Sanction,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP444/2025-2026/165412-Construction of boundary walls of existing public and community buildings,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP640/2025-2026/165414-Construction of buildings for community cultural activities,Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP444/2024-2025/165415-Construction of public irrigation facilities,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP444/2024-2025/165416-Construction of public irrigation facilities,Vendor Identification,10,9,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP348/2025-2026/165417-Street lights,Sanction,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP380/2024-2025/165436-Providing CCTV camera system for security of public areas,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18069/2025-2026/165441-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18069/2025-2026/165442-Development of playfields and sports grounds,Time Estimation,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18069/2025-2026/165444-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18069/2025-2026/165445-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18069/2025-2026/165453-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18069/2025-2026/165454-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18069/2025-2026/165455-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,5,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
